transaction_id,datetime,day_of_week,amount
2900,2023-07-27 20:17,Thursday,39.18
2901,2023-07-27 21:49,Thursday,38.79
2902,2023-07-27 22:49,Thursday,36.11
2903,2023-07-28 2:07,Friday,67.1
2904,2023-07-28 3:20,Friday,44.78
2905,2023-07-28 5:04,Friday,45.54
2906,2023-07-28 6:39,Friday,40.75
2907,2023-07-28 10:07,Friday,40.17
2908,2023-07-28 15:05,Friday,48.49
2909,2023-07-28 17:24,Friday,34.5
2910,2023-07-28 19:32,Friday,37.27
2911,2023-07-29 1:01,Saturday,61.9
2912,2023-07-29 2:32,Saturday,74.14
2913,2023-07-29 3:04,Saturday,60.93
2914,2023-07-29 5:07,Saturday,67
2915,2023-07-29 6:50,Saturday,64.04
2916,2023-07-29 7:45,Saturday,73.76
2917,2023-07-29 7:45,Saturday,51.69
2918,2023-07-29 8:17,Saturday,69.47
2919,2023-07-29 9:21,Saturday,62.32
2920,2023-07-29 10:21,Saturday,70.93
2921,2023-07-29 10:22,Saturday,57.57
2922,2023-07-29 11:36,Saturday,64.04
2923,2023-07-29 20:31,Saturday,63.12
2924,2023-07-29 20:56,Saturday,56.22
2925,2023-07-30 2:24,Sunday,51.45
2926,2023-07-30 2:47,Sunday,56.56
2927,2023-07-30 3:13,Sunday,61.74
2928,2023-07-30 3:19,Sunday,55.27
2929,2023-07-30 6:30,Sunday,58.4
2930,2023-07-30 6:48,Sunday,47.05
2931,2023-07-30 7:11,Sunday,58.11
2932,2023-07-30 8:29,Sunday,68.29
2933,2023-07-30 9:15,Sunday,65.98
2934,2023-07-30 9:24,Sunday,60.19
2935,2023-07-30 9:45,Sunday,62.61
2936,2023-07-30 11:20,Sunday,83.88
2937,2023-07-30 11:30,Sunday,72.7
2938,2023-07-30 12:32,Sunday,75.95
2939,2023-07-30 14:23,Sunday,62.06
2940,2023-07-30 15:26,Sunday,79.79
2941,2023-07-30 18:44,Sunday,55.91
2942,2023-07-30 19:47,Sunday,51.75
2943,2023-07-30 20:42,Sunday,55.71
2944,2023-07-31 0:44,Monday,37.5
2945,2023-07-31 1:05,Monday,49.21
2946,2023-07-31 4:53,Monday,37.23
2947,2023-07-31 6:34,Monday,34.56
2948,2023-07-31 6:48,Monday,56.3
2949,2023-07-31 13:53,Monday,43.84
2950,2023-07-31 14:54,Monday,43.18
2951,2023-07-31 15:08,Monday,36.32
2952,2023-07-31 15:09,Monday,29.89
2953,2023-07-31 17:38,Monday,33.35
2954,2023-07-31 22:13,Monday,46.57
2955,2023-08-01 1:02,Tuesday,39.43
2956,2023-08-01 7:27,Tuesday,36.73
2957,2023-08-01 8:52,Tuesday,44.62
2958,2023-08-01 11:12,Tuesday,45.02
2959,2023-08-01 12:02,Tuesday,36.3
2960,2023-08-01 14:55,Tuesday,36.39
2961,2023-08-01 16:05,Tuesday,33.93
2962,2023-08-01 16:58,Tuesday,35.23
2963,2023-08-01 17:09,Tuesday,29.97
2964,2023-08-01 22:22,Tuesday,29.97
2965,2023-08-01 23:14,Tuesday,28.95
2966,2023-08-02 1:59,Wednesday,42.14
2967,2023-08-02 2:51,Wednesday,30.3
2968,2023-08-02 4:52,Wednesday,46.03
2969,2023-08-02 7:57,Wednesday,34.04
2970,2023-08-02 9:17,Wednesday,45.09
2971,2023-08-02 9:45,Wednesday,35.68
2972,2023-08-02 12:02,Wednesday,30.31
2973,2023-08-02 13:24,Wednesday,43.08
2974,2023-08-02 14:15,Wednesday,43.61
2975,2023-08-02 18:40,Wednesday,33.29
2976,2023-08-02 19:39,Wednesday,35.86
2977,2023-08-02 20:14,Wednesday,33.29
2978,2023-08-02 22:01,Wednesday,36.82
2979,2023-08-03 0:03,Thursday,41.06
2980,2023-08-03 2:09,Thursday,38.83
2981,2023-08-03 3:55,Thursday,31.7
2982,2023-08-03 7:43,Thursday,37.74
2983,2023-08-03 7:45,Thursday,43.99
2984,2023-08-03 8:00,Thursday,39.55
2985,2023-08-03 11:01,Thursday,38.98
2986,2023-08-03 14:11,Thursday,36.06
2987,2023-08-03 20:32,Thursday,37.64
2988,2023-08-03 21:33,Thursday,47.49
2989,2023-08-04 0:30,Friday,37.81
2990,2023-08-04 0:37,Friday,47.6
2991,2023-08-04 1:45,Friday,44.06
2992,2023-08-04 2:22,Friday,45.1
2993,2023-08-04 4:06,Friday,39.97
2994,2023-08-04 4:26,Friday,41.97
2995,2023-08-04 8:44,Friday,43.81
2996,2023-08-04 9:06,Friday,41.1
2997,2023-08-04 9:27,Friday,45.59
2998,2023-08-04 10:36,Friday,46.25
2999,2023-08-04 13:53,Friday,55.3
3000,2023-08-04 14:08,Friday,58.47
3001,2023-08-04 14:41,Friday,33.8
3002,2023-08-04 15:14,Friday,49.99
3003,2023-08-04 15:17,Friday,42.79
3004,2023-08-04 15:32,Friday,54.46
3005,2023-08-04 21:48,Friday,51.64
3006,2023-08-05 0:27,Saturday,60.87
3007,2023-08-05 2:29,Saturday,70.43
3008,2023-08-05 2:51,Saturday,60.2
3009,2023-08-05 3:27,Saturday,64.84
3010,2023-08-05 6:22,Saturday,70.1
3011,2023-08-05 7:10,Saturday,73.5
3012,2023-08-05 8:15,Saturday,89.17
3013,2023-08-05 8:42,Saturday,65.44
3014,2023-08-05 17:08,Saturday,84.25
3015,2023-08-05 17:16,Saturday,62.06
3016,2023-08-05 18:22,Saturday,52.39
3017,2023-08-06 1:12,Sunday,51.27
3018,2023-08-06 2:39,Sunday,72.68
3019,2023-08-06 10:46,Sunday,61.24
3020,2023-08-06 13:33,Sunday,63
3021,2023-08-06 15:02,Sunday,57.81
3022,2023-08-06 15:06,Sunday,58.47
3023,2023-08-06 16:44,Sunday,56
3024,2023-08-06 18:44,Sunday,65.35
3025,2023-08-06 19:30,Sunday,61.13
3026,2023-08-06 20:40,Sunday,65.09
3027,2023-08-06 22:27,Sunday,64.39
3028,2023-08-07 1:38,Monday,37.13
3029,2023-08-07 2:15,Monday,32.29
3030,2023-08-07 3:02,Monday,31.88
3031,2023-08-07 5:29,Monday,53.37
3032,2023-08-07 5:44,Monday,46.09
3033,2023-08-07 8:40,Monday,45.46
3034,2023-08-07 8:55,Monday,35.99
3035,2023-08-07 10:30,Monday,39.21
3036,2023-08-07 11:21,Monday,35.34
3037,2023-08-07 12:58,Monday,33.01
3038,2023-08-07 13:11,Monday,36.41
3039,2023-08-07 13:41,Monday,45.41
3040,2023-08-07 15:27,Monday,43.14
3041,2023-08-07 17:48,Monday,34.63
3042,2023-08-07 22:41,Monday,37.73
3043,2023-08-07 23:24,Monday,42.74
3044,2023-08-08 4:20,Tuesday,34.48
3045,2023-08-08 4:23,Tuesday,37.37
3046,2023-08-08 4:45,Tuesday,38.8
3047,2023-08-08 5:36,Tuesday,38.76
3048,2023-08-08 16:37,Tuesday,38.19
3049,2023-08-08 22:00,Tuesday,34.17
3050,2023-08-08 23:07,Tuesday,34.63
3051,2023-08-08 23:31,Tuesday,32.04
3052,2023-08-09 0:32,Wednesday,30.78
3053,2023-08-09 1:36,Wednesday,59.56
3054,2023-08-09 2:29,Wednesday,41.6
3055,2023-08-09 6:55,Wednesday,31.62
3056,2023-08-09 6:59,Wednesday,39.14
3057,2023-08-09 7:16,Wednesday,41.47
3058,2023-08-09 7:25,Wednesday,29.55
3059,2023-08-09 9:46,Wednesday,36.68
3060,2023-08-09 11:56,Wednesday,45.41
3061,2023-08-09 12:17,Wednesday,40.43
3062,2023-08-09 16:58,Wednesday,29.42
3063,2023-08-09 17:03,Wednesday,40.93
3064,2023-08-09 19:27,Wednesday,34.54
3065,2023-08-09 22:39,Wednesday,41.11
3066,2023-08-09 23:09,Wednesday,34.82
3067,2023-08-10 0:15,Thursday,40.92
3068,2023-08-10 0:52,Thursday,38.53
3069,2023-08-10 3:56,Thursday,41.21
3070,2023-08-10 4:29,Thursday,38.39
3071,2023-08-10 6:35,Thursday,40.1
3072,2023-08-10 8:06,Thursday,35.4
3073,2023-08-10 8:54,Thursday,43.64
3074,2023-08-10 9:48,Thursday,58.66
3075,2023-08-10 10:28,Thursday,33.23
3076,2023-08-10 12:19,Thursday,46.14
3077,2023-08-10 14:45,Thursday,40.37
3078,2023-08-10 14:46,Thursday,42.04
3079,2023-08-10 15:51,Thursday,45.03
3080,2023-08-10 16:05,Thursday,42.87
3081,2023-08-10 18:31,Thursday,47.02
3082,2023-08-10 21:12,Thursday,39.81
3083,2023-08-10 21:23,Thursday,46.39
3084,2023-08-11 3:09,Friday,45.17
3085,2023-08-11 6:15,Friday,47.24
3086,2023-08-11 8:31,Friday,46.69
3087,2023-08-11 9:04,Friday,51.17
3088,2023-08-11 10:25,Friday,48.4
3089,2023-08-11 10:32,Friday,42.18
3090,2023-08-11 14:02,Friday,41.13
3091,2023-08-11 14:49,Friday,44.3
3092,2023-08-11 16:44,Friday,40.51
3093,2023-08-11 17:45,Friday,66.81
3094,2023-08-11 18:16,Friday,62.04
3095,2023-08-11 21:39,Friday,36.3
3096,2023-08-11 23:20,Friday,55.23
3097,2023-08-12 0:01,Saturday,60.65
3098,2023-08-12 3:12,Saturday,80.89
3099,2023-08-12 5:37,Saturday,69.05
3100,2023-08-12 6:07,Saturday,65.48
3101,2023-08-12 6:16,Saturday,54.01
3102,2023-08-12 8:07,Saturday,65.92
3103,2023-08-12 8:21,Saturday,80.84
3104,2023-08-12 13:40,Saturday,78.24
3105,2023-08-12 15:11,Saturday,68.1
3106,2023-08-12 17:32,Saturday,56.85
3107,2023-08-12 22:40,Saturday,58.39
3108,2023-08-12 23:43,Saturday,59.23
3109,2023-08-13 3:05,Sunday,72.37
3110,2023-08-13 3:32,Sunday,75.04
3111,2023-08-13 4:56,Sunday,64.23
3112,2023-08-13 6:09,Sunday,60.48
3113,2023-08-13 12:00,Sunday,74.47
3114,2023-08-13 12:58,Sunday,55.43
3115,2023-08-13 13:39,Sunday,63.2
3116,2023-08-13 14:17,Sunday,66.3
3117,2023-08-13 16:30,Sunday,100.38
3118,2023-08-13 22:23,Sunday,58.06
3119,2023-08-14 1:30,Monday,36.35
3120,2023-08-14 1:59,Monday,46.52
3121,2023-08-14 4:12,Monday,48.9
3122,2023-08-14 6:56,Monday,40.33
3123,2023-08-14 8:04,Monday,38.5
3124,2023-08-14 9:16,Monday,36.92
3125,2023-08-14 11:16,Monday,39.8
3126,2023-08-14 13:08,Monday,37.17
3127,2023-08-14 18:03,Monday,39.36
3128,2023-08-14 19:45,Monday,41.8
3129,2023-08-14 20:51,Monday,58.13
3130,2023-08-14 21:16,Monday,38.93
3131,2023-08-14 23:12,Monday,38.95
3132,2023-08-14 23:41,Monday,38.32
3133,2023-08-15 1:06,Tuesday,35.6
3134,2023-08-15 7:14,Tuesday,41.05
3135,2023-08-15 12:52,Tuesday,29.64
3136,2023-08-15 13:03,Tuesday,44.74
3137,2023-08-15 13:33,Tuesday,38.25
3138,2023-08-15 14:14,Tuesday,40.39
3139,2023-08-15 17:22,Tuesday,40.93
3140,2023-08-15 17:30,Tuesday,34.45
3141,2023-08-15 18:39,Tuesday,33.52
3142,2023-08-15 20:10,Tuesday,33
3143,2023-08-15 22:51,Tuesday,36.55
3144,2023-08-16 0:02,Wednesday,41.71
3145,2023-08-16 1:50,Wednesday,35.79
3146,2023-08-16 4:37,Wednesday,41.3
3147,2023-08-16 7:25,Wednesday,27.56
3148,2023-08-16 7:30,Wednesday,36.73
3149,2023-08-16 7:30,Wednesday,43.9
3150,2023-08-16 10:29,Wednesday,37.73
3151,2023-08-16 11:12,Wednesday,34.69
3152,2023-08-16 14:14,Wednesday,35.49
3153,2023-08-16 19:02,Wednesday,24.54
3154,2023-08-16 20:02,Wednesday,33.87
3155,2023-08-16 21:23,Wednesday,43.45
3156,2023-08-16 21:59,Wednesday,35.86
3157,2023-08-17 0:39,Thursday,39.51
3158,2023-08-17 1:02,Thursday,30.13
3159,2023-08-17 4:13,Thursday,33.66
3160,2023-08-17 4:56,Thursday,47.83
3161,2023-08-17 5:22,Thursday,44.96
3162,2023-08-17 15:56,Thursday,35.38
3163,2023-08-17 17:27,Thursday,38.74
3164,2023-08-17 20:41,Thursday,41.77
3165,2023-08-18 2:35,Friday,38.73
3166,2023-08-18 3:17,Friday,34.35
3167,2023-08-18 3:24,Friday,44.36
3168,2023-08-18 6:37,Friday,48.35
3169,2023-08-18 7:38,Friday,48.46
3170,2023-08-18 7:59,Friday,50
3171,2023-08-18 8:11,Friday,36.81
3172,2023-08-18 8:40,Friday,45.56
3173,2023-08-18 8:44,Friday,43.79
3174,2023-08-18 11:22,Friday,44.79
3175,2023-08-18 12:59,Friday,44.12
3176,2023-08-18 13:10,Friday,41.68
3177,2023-08-18 15:28,Friday,28.88
3178,2023-08-18 17:19,Friday,51.6
3179,2023-08-18 17:32,Friday,47.08
3180,2023-08-18 17:50,Friday,37.22
3181,2023-08-18 18:24,Friday,47.86
3182,2023-08-18 20:40,Friday,42.87
3183,2023-08-19 8:12,Saturday,63.57
3184,2023-08-19 10:30,Saturday,60.77
3185,2023-08-19 11:00,Saturday,71.26
3186,2023-08-19 12:11,Saturday,60.53
3187,2023-08-19 13:22,Saturday,58.15
3188,2023-08-19 15:04,Saturday,76.07
3189,2023-08-19 19:08,Saturday,65.56
3190,2023-08-19 20:04,Saturday,65.82
3191,2023-08-19 20:23,Saturday,72.58
3192,2023-08-19 21:08,Saturday,61.65
3193,2023-08-19 22:39,Saturday,63.26
3194,2023-08-20 0:22,Sunday,66.07
3195,2023-08-20 7:18,Sunday,51.98
3196,2023-08-20 10:33,Sunday,65.48
3197,2023-08-20 10:34,Sunday,90.27
3198,2023-08-20 11:57,Sunday,70.35
3199,2023-08-20 12:04,Sunday,67.98
3200,2023-08-20 12:08,Sunday,66.97
3201,2023-08-20 12:16,Sunday,51.5
3202,2023-08-20 12:31,Sunday,63.01
3203,2023-08-20 12:48,Sunday,54.79
3204,2023-08-20 14:11,Sunday,63.53
3205,2023-08-20 19:33,Sunday,46.11
3206,2023-08-20 20:58,Sunday,52.05
3207,2023-08-20 21:19,Sunday,72.97
3208,2023-08-20 22:29,Sunday,66.69
3209,2023-08-20 23:21,Sunday,61.16
3210,2023-08-21 0:33,Monday,35.98
3211,2023-08-21 3:05,Monday,64.37
3212,2023-08-21 3:12,Monday,41.37
3213,2023-08-21 4:29,Monday,38.74
3214,2023-08-21 7:44,Monday,47.92
3215,2023-08-21 9:04,Monday,39.52
3216,2023-08-21 10:07,Monday,40.71
3217,2023-08-21 10:21,Monday,33.69
3218,2023-08-21 18:28,Monday,38.7
3219,2023-08-21 18:33,Monday,41.32
3220,2023-08-21 19:06,Monday,38.65
3221,2023-08-21 20:20,Monday,38.11
3222,2023-08-21 23:12,Monday,42.06
3223,2023-08-21 23:37,Monday,47.83
3224,2023-08-21 23:55,Monday,41.18
3225,2023-08-22 1:57,Tuesday,43.44
3226,2023-08-22 2:38,Tuesday,41.05
3227,2023-08-22 3:17,Tuesday,43.17
3228,2023-08-22 3:46,Tuesday,35.41
3229,2023-08-22 4:07,Tuesday,37.25
3230,2023-08-22 4:31,Tuesday,37.27
3231,2023-08-22 8:32,Tuesday,40.72
3232,2023-08-22 12:23,Tuesday,41.87
3233,2023-08-22 16:14,Tuesday,38.82
3234,2023-08-22 17:13,Tuesday,42.27
3235,2023-08-22 21:02,Tuesday,35.68
3236,2023-08-22 21:21,Tuesday,56.69
3237,2023-08-22 22:22,Tuesday,42.93
3238,2023-08-22 23:00,Tuesday,41.38
3239,2023-08-23 0:37,Wednesday,39.72
3240,2023-08-23 2:19,Wednesday,42.45
3241,2023-08-23 2:56,Wednesday,34.91
3242,2023-08-23 3:15,Wednesday,40.04
3243,2023-08-23 5:03,Wednesday,40.52
3244,2023-08-23 5:17,Wednesday,32.87
3245,2023-08-23 6:38,Wednesday,41.35
3246,2023-08-23 9:25,Wednesday,33.26
3247,2023-08-23 13:16,Wednesday,37.13
3248,2023-08-23 14:56,Wednesday,39.33
3249,2023-08-23 15:18,Wednesday,35.72
3250,2023-08-23 15:37,Wednesday,39.54
3251,2023-08-23 16:33,Wednesday,39.47
3252,2023-08-23 16:36,Wednesday,35.3
3253,2023-08-23 17:15,Wednesday,41.83
3254,2023-08-23 17:28,Wednesday,60.9
3255,2023-08-23 17:42,Wednesday,49.91
3256,2023-08-23 18:09,Wednesday,38.65
3257,2023-08-23 18:49,Wednesday,33.66
3258,2023-08-23 19:57,Wednesday,34.54
3259,2023-08-23 19:58,Wednesday,56.18
3260,2023-08-23 21:33,Wednesday,37.25
3261,2023-08-23 22:26,Wednesday,32.76
3262,2023-08-24 2:02,Thursday,46.87
3263,2023-08-24 2:51,Thursday,40.4
3264,2023-08-24 3:17,Thursday,45.85
3265,2023-08-24 5:13,Thursday,47.3
3266,2023-08-24 7:02,Thursday,43.93
3267,2023-08-24 7:04,Thursday,54.76
3268,2023-08-24 7:22,Thursday,33.73
3269,2023-08-24 9:33,Thursday,38.37
3270,2023-08-24 10:01,Thursday,41.24
3271,2023-08-24 10:03,Thursday,54.09
3272,2023-08-24 10:50,Thursday,51.73
3273,2023-08-24 12:38,Thursday,49.14
3274,2023-08-24 21:12,Thursday,38.53
3275,2023-08-24 22:35,Thursday,39.13
3276,2023-08-24 23:37,Thursday,38.36
3277,2023-08-25 2:18,Friday,41.62
3278,2023-08-25 3:04,Friday,54.17
3279,2023-08-25 5:00,Friday,44.61
3280,2023-08-25 9:26,Friday,45.36
3281,2023-08-25 10:45,Friday,50.25
3282,2023-08-25 11:22,Friday,36.8
3283,2023-08-25 12:07,Friday,46.27
3284,2023-08-25 14:39,Friday,39.94
3285,2023-08-25 18:26,Friday,44.39
3286,2023-08-25 19:35,Friday,42.78
3287,2023-08-25 23:45,Friday,42.51
3288,2023-08-26 1:39,Saturday,69.8
3289,2023-08-26 1:44,Saturday,69.76
3290,2023-08-26 1:58,Saturday,66.17
3291,2023-08-26 4:46,Saturday,71
3292,2023-08-26 7:37,Saturday,60.91
3293,2023-08-26 12:00,Saturday,73.59
3294,2023-08-26 12:27,Saturday,66.34
3295,2023-08-26 18:10,Saturday,64.11
3296,2023-08-26 19:52,Saturday,103.73
3297,2023-08-26 20:27,Saturday,66.11
3298,2023-08-26 22:52,Saturday,83.38
3299,2023-08-26 23:21,Saturday,67.58
3300,2023-08-27 1:16,Sunday,55.86
3301,2023-08-27 2:22,Sunday,71.9
3302,2023-08-27 3:41,Sunday,61.1
3303,2023-08-27 5:47,Sunday,66.98
3304,2023-08-27 9:06,Sunday,60.09
3305,2023-08-27 10:36,Sunday,74.77
3306,2023-08-27 14:08,Sunday,60.23
3307,2023-08-27 15:15,Sunday,75.71
3308,2023-08-27 15:37,Sunday,56.67
3309,2023-08-27 16:50,Sunday,62.57
3310,2023-08-27 17:23,Sunday,75.74
3311,2023-08-27 17:42,Sunday,66.16
3312,2023-08-27 19:00,Sunday,82.54
3313,2023-08-27 19:47,Sunday,62.77
3314,2023-08-27 20:02,Sunday,66.87
3315,2023-08-27 20:38,Sunday,79.7
3316,2023-08-28 1:43,Monday,33.58
3317,2023-08-28 2:00,Monday,32.97
3318,2023-08-28 7:11,Monday,37.14
3319,2023-08-28 7:17,Monday,45.06
3320,2023-08-28 7:47,Monday,33.13
3321,2023-08-28 8:28,Monday,44
3322,2023-08-28 9:13,Monday,43.66
3323,2023-08-28 9:55,Monday,50.99
3324,2023-08-28 11:48,Monday,56.62
3325,2023-08-28 11:55,Monday,42.87
3326,2023-08-28 12:19,Monday,47.78
3327,2023-08-28 12:42,Monday,43.73
3328,2023-08-28 13:04,Monday,38.81
3329,2023-08-28 13:40,Monday,35.44
3330,2023-08-28 14:46,Monday,38.28
3331,2023-08-28 16:53,Monday,40.9
3332,2023-08-28 18:03,Monday,41.96
3333,2023-08-29 0:13,Tuesday,28.86
3334,2023-08-29 0:19,Tuesday,58.83
3335,2023-08-29 3:05,Tuesday,38.94
3336,2023-08-29 5:23,Tuesday,41.37
3337,2023-08-29 7:28,Tuesday,46.4
3338,2023-08-29 8:40,Tuesday,39.69
3339,2023-08-29 11:18,Tuesday,34.6
3340,2023-08-29 15:29,Tuesday,30.38
3341,2023-08-29 17:50,Tuesday,42.07
3342,2023-08-29 19:10,Tuesday,34.81
3343,2023-08-29 22:01,Tuesday,59.95
3344,2023-08-30 1:07,Wednesday,46.38
3345,2023-08-30 3:10,Wednesday,32.37
3346,2023-08-30 8:07,Wednesday,42.39
3347,2023-08-30 9:27,Wednesday,45.92
3348,2023-08-30 10:08,Wednesday,44.62
3349,2023-08-30 10:29,Wednesday,29.75
3350,2023-08-30 11:35,Wednesday,35.69
3351,2023-08-30 13:43,Wednesday,33.66
3352,2023-08-30 15:30,Wednesday,42.27
3353,2023-08-30 18:14,Wednesday,41.76
3354,2023-08-30 18:36,Wednesday,26.91
3355,2023-08-30 19:31,Wednesday,38.35
3356,2023-08-30 19:58,Wednesday,43.61
3357,2023-08-30 23:14,Wednesday,40.51
3358,2023-08-30 23:25,Wednesday,40.5
3359,2023-08-31 1:05,Thursday,41.29
3360,2023-08-31 4:14,Thursday,37.71
3361,2023-08-31 5:21,Thursday,43.12
3362,2023-08-31 6:47,Thursday,57.21
3363,2023-08-31 10:24,Thursday,46.42
3364,2023-08-31 10:41,Thursday,46.84
3365,2023-08-31 11:29,Thursday,43.67
3366,2023-08-31 12:22,Thursday,48.91
3367,2023-08-31 12:55,Thursday,41.29
3368,2023-08-31 15:14,Thursday,35.75
3369,2023-08-31 15:54,Thursday,45.72
3370,2023-08-31 16:26,Thursday,43.9
3371,2023-08-31 22:45,Thursday,45.85
3372,2023-08-31 23:05,Thursday,36.71
3373,2023-08-31 23:49,Thursday,52.58
3374,2023-09-01 0:06,Friday,50.64
3375,2023-09-01 3:48,Friday,45.07
3376,2023-09-01 8:30,Friday,41.46
3377,2023-09-01 11:47,Friday,52.75
3378,2023-09-01 13:00,Friday,40.54
3379,2023-09-01 13:17,Friday,59.4
3380,2023-09-01 13:20,Friday,43.28
3381,2023-09-01 17:02,Friday,56.39
3382,2023-09-01 18:09,Friday,45.71
3383,2023-09-01 21:19,Friday,55.63
3384,2023-09-01 21:37,Friday,42.63
3385,2023-09-01 21:57,Friday,46.87
3386,2023-09-02 0:28,Saturday,75.7
3387,2023-09-02 1:23,Saturday,74.52
3388,2023-09-02 1:58,Saturday,78.16
3389,2023-09-02 2:30,Saturday,65.01
3390,2023-09-02 3:47,Saturday,69.76
3391,2023-09-02 4:32,Saturday,79.4
3392,2023-09-02 10:48,Saturday,63.25
3393,2023-09-02 14:01,Saturday,73.87
3394,2023-09-02 14:01,Saturday,67.3
3395,2023-09-02 16:01,Saturday,70.84
3396,2023-09-02 20:50,Saturday,69.87
3397,2023-09-02 21:00,Saturday,62.62
3398,2023-09-02 22:36,Saturday,67.01
3399,2023-09-02 22:58,Saturday,70.38
3400,2023-09-02 23:40,Saturday,68.33
3401,2023-09-03 8:59,Sunday,78.25
3402,2023-09-03 11:43,Sunday,73.83
3403,2023-09-03 13:23,Sunday,68.15
3404,2023-09-03 14:54,Sunday,59.83
3405,2023-09-03 16:14,Sunday,59.36
3406,2023-09-03 17:21,Sunday,81.49
3407,2023-09-03 18:28,Sunday,57.9
3408,2023-09-03 18:59,Sunday,66.79
3409,2023-09-03 21:43,Sunday,68.76
3410,2023-09-03 22:48,Sunday,63.45
3411,2023-09-03 22:57,Sunday,57.99
3412,2023-09-03 23:19,Sunday,59.71
3413,2023-09-04 0:00,Monday,38.95
3414,2023-09-04 5:01,Monday,38.15
3415,2023-09-04 8:39,Monday,48.36
3416,2023-09-04 8:49,Monday,41.67
3417,2023-09-04 9:48,Monday,39.1
3418,2023-09-04 18:01,Monday,42.29
3419,2023-09-04 19:15,Monday,45.11
3420,2023-09-04 23:06,Monday,40.05
3421,2023-09-05 1:45,Tuesday,43.69
3422,2023-09-05 4:07,Tuesday,33.42
3423,2023-09-05 5:56,Tuesday,44.98
3424,2023-09-05 8:45,Tuesday,39.4
3425,2023-09-05 11:24,Tuesday,39.23
3426,2023-09-05 11:33,Tuesday,36.18
3427,2023-09-05 11:41,Tuesday,33.64
3428,2023-09-05 11:50,Tuesday,31.57
3429,2023-09-05 13:09,Tuesday,59.2
3430,2023-09-05 13:43,Tuesday,42.25
3431,2023-09-05 15:40,Tuesday,34.92
3432,2023-09-05 16:26,Tuesday,32.14
3433,2023-09-05 16:55,Tuesday,35.17
3434,2023-09-05 18:43,Tuesday,37.66
3435,2023-09-05 19:22,Tuesday,37.85
3436,2023-09-05 19:39,Tuesday,38.88
3437,2023-09-05 20:04,Tuesday,44.38
3438,2023-09-05 22:53,Tuesday,45.42
3439,2023-09-05 23:15,Tuesday,49.01
3440,2023-09-05 23:50,Tuesday,31.8
3441,2023-09-06 0:10,Wednesday,36.21
3442,2023-09-06 1:32,Wednesday,43.74
3443,2023-09-06 7:14,Wednesday,38.18
3444,2023-09-06 9:19,Wednesday,44.56
3445,2023-09-06 10:04,Wednesday,41.39
3446,2023-09-06 10:50,Wednesday,48.04
3447,2023-09-06 11:10,Wednesday,45.45
3448,2023-09-06 15:09,Wednesday,45.55
3449,2023-09-07 0:06,Thursday,41.7
3450,2023-09-07 2:30,Thursday,43.37
3451,2023-09-07 4:30,Thursday,42.28
3452,2023-09-07 4:57,Thursday,35.96
3453,2023-09-07 5:06,Thursday,51.64
3454,2023-09-07 7:45,Thursday,47.83
3455,2023-09-07 10:39,Thursday,42.1
3456,2023-09-07 14:08,Thursday,50.81
3457,2023-09-07 14:33,Thursday,40.61
3458,2023-09-07 20:11,Thursday,34.26
3459,2023-09-07 20:33,Thursday,49.27
3460,2023-09-07 21:21,Thursday,37.21
3461,2023-09-07 22:11,Thursday,42.93
3462,2023-09-07 22:54,Thursday,45.05
3463,2023-09-07 23:27,Thursday,46
3464,2023-09-08 1:33,Friday,52.24
3465,2023-09-08 2:23,Friday,50.72
3466,2023-09-08 3:13,Friday,50.55
3467,2023-09-08 3:46,Friday,42.92
3468,2023-09-08 3:53,Friday,64.73
3469,2023-09-08 4:20,Friday,38.86
3470,2023-09-08 7:11,Friday,56.33
3471,2023-09-08 7:58,Friday,39.46
3472,2023-09-08 10:47,Friday,45.48
3473,2023-09-08 11:46,Friday,39.95
3474,2023-09-08 13:56,Friday,43.31
3475,2023-09-08 14:29,Friday,47.55
3476,2023-09-08 20:40,Friday,44.49
3477,2023-09-08 21:03,Friday,54.02
3478,2023-09-08 21:07,Friday,48.79
3479,2023-09-08 21:48,Friday,44.87
3480,2023-09-08 23:29,Friday,46.75
3481,2023-09-08 23:39,Friday,54.47
3482,2023-09-08 23:43,Friday,52.69
3483,2023-09-09 1:16,Saturday,60.55
3484,2023-09-09 3:31,Saturday,64.42
3485,2023-09-09 5:21,Saturday,74.16
3486,2023-09-09 7:23,Saturday,73.15
3487,2023-09-09 11:14,Saturday,61.35
3488,2023-09-09 11:27,Saturday,76.52
3489,2023-09-09 11:34,Saturday,62.7
3490,2023-09-09 11:43,Saturday,81.19
3491,2023-09-09 14:06,Saturday,74.68
3492,2023-09-09 16:18,Saturday,60.7
3493,2023-09-09 16:26,Saturday,65.78
3494,2023-09-09 17:26,Saturday,65.64
3495,2023-09-09 18:02,Saturday,71.6
3496,2023-09-09 19:33,Saturday,68.54
3497,2023-09-09 20:53,Saturday,60.61
3498,2023-09-10 3:07,Sunday,55.66
3499,2023-09-10 5:48,Sunday,71.26
3500,2023-09-10 6:35,Sunday,69.16
3501,2023-09-10 8:36,Sunday,67.72
3502,2023-09-10 9:12,Sunday,69.05
3503,2023-09-10 11:18,Sunday,61.93
3504,2023-09-10 11:39,Sunday,68.37
3505,2023-09-10 12:28,Sunday,87.28
3506,2023-09-10 13:56,Sunday,76.34
3507,2023-09-10 15:02,Sunday,64.6
3508,2023-09-10 17:40,Sunday,62.73
